Date,DDoS-ALL,Phishing-ALL,Ransomware-ALL,Password Attack-ALL,Account Hijacking-ALL,Trojan-ALL,Vulnerability-ALL,Zero-day-ALL,Advanced persistent threat-ALL,Malware-ALL,Disinformation/Misinformation-ALL,Targeted Attack-ALL,Brute Force Attack-ALL,Backdoor-ALL,Botnet-ALL,Cryptojacking-ALL,DDoS,Phishing,Ransomware,Password_Attack,Account_Hijacking,Trojan,Vulnerability,Zero_day,Advanced_Persistent_Threat,Malware,Disinformation/Misinformation,Targeted_Attack,Brute_Force_Attack,Backdoor,Botnet,Cryptojacking,MITM,DNS_Spoofing,Dropper,Insider_Threat,Adversarial_Attack,Data_Poisoning,Deepfake,Supply_Chain,IoT_Device_Attack,Session_Hijacking,War_Conflict_All,Holidays,Solution_BLOCKCHAIN,Solution_ACCESS_CONTROL,Solution_ENCRYPTION,Solution_SUPPLY_CHAIN_RISK_MANAGEMENT,Solution_IDENTITY_MANAGEMENT,Solution_ML/DL,Solution_ANOMALY_DETECTION,Solution_CRYPTOGRAPHY,Solution_PENETRATION_TESTING,Solution_IDS/IPS,Solution_STATIC_ANALYSIS,Solution_DYNAMIC_ANALYSIS,Solution_MULTI_FACTOR_AUTHENTICATION,Solution_LEAST_PRIVILEGE,Solution_SESSION_MANAGEMENT,Solution_CAPTCHA,Solution_BLACKLISTING,Solution_RATE_LIMITING,Solution_GRAPHICAL_MODEL,Solution_HONEYPOT,Solution_SOFTWARE_DEFINED_NETWORK,Solution_GAME_THEORY,Solution_TRAFFIC_SHAPING,Solution_PACKET_FILTERING,Solution_BLACKHOLING,Solution_RANK_CORRELATION,Solution_STRONG_AUTHENTICATION,Solution_SSL/TLS,Solution_HTTPS,Solution_CONTINUOUS_AUTHENTICATION,Solution_IDENTITY_BASED_ENCRYPTION,Solution_DATA_SANITIZATION,Solution_OUTLIER_DETECTION,Solution_DATA_PROVENANCE,Solution_ADVERSARIAL_TRAINING,Solution_TRUSTWORTHY_AI,Solution_BAYESIAN_NETWORK,Solution_BEHAVIOR_BASED_DETECTION,Solution_FORMAL_VERIFICATION,Solution_SPLIT_MANUFACTURING,Solution_VULNERABILITY_MANAGEMENT,Solution_FILE_INTEGRITY_MONITORING,Solution_VPN,Solution_PRIVACY_PRESERVING,Solution_SECURE_BOOT,Solution_MERKLE_SIGNATURE,Solution_LIVENESS_DETECTION,Solution_3D_FACE_RECONSTRUCTION,Solution_BIOMETRICS,Solution_DIGITAL_WATERMARK,Solution_APPLICATION_WHITELISTING,Solution_DATA_BACKUPS,Solution_HIDDEN_MARKOV_MODEL,Solution_PATCH_MANAGEMENT,Solution_DATA_AUGMENTATION,Solution_DIMENSIONALITY_REDUCTION,Solution_DEFENSIVE_DISTILLATION,Solution_RRAM,Solution_SPATIAL_SMOOTHING,Solution_NOISE_INJECTION,Solution_TAINT_ANALYSIS,Solution_NETWORK_SEGMENTATION,Solution_USER_BEHAVIOR_ANALYTICS,Solution_DECEPTION_TECHNOLOGY,Solution_RISK_ASSESSMENT,Solution_DYNAMIC_RESOURCE_MANAGEMENT,Solution_SANDBOXING,Solution_DARKNET_MONITORING,Solution_VIRTUAL_KEYBOARDS,Solution_CODE_SIGNING,Solution_PUBLIC_KEY_INFRASTRUCTURE,Solution_MUTUAL_AUTHENTICATION,Solution_ONE_TIME_PASSWORD,Solution_DYNAMIC_BINARY_INSTRUMENTATION,Solution_PASSWORD_HASHING,Solution_DNSSEC,Solution_CERTIFICATE_PINNING,Solution_SECURE_SIMPLE_PAIRING,Solution_VULNERABILITY_ASSESSMENT,Solution_SIEM,Solution_STANDARDIZED_COMMUNICATION,Solution_CONTROL_FLOW_INTEGRITY,Solution_VULNERABILITY_SCANNER,Solution_PASSWORD_STRENGTH_METERS,Solution_PASSWORD_MANAGEMENT,Solution_PASSWORD_POLICY,Solution_GRAPHICAL_AUTHENTICATION,Solution_DATA_LOSS_PREVENTION,Solution_DATA_LEAKAGE_DETECTION/PREVENTION,Solution_ACTIVITY_MONITORING,Solution_MOVING_TARGET_DEFENSE,Solution_KEYSTROKE_DYNAMICS,Solution_ATTACK_TREE,Solution_DISTRIBUTED_LEDGERS,Solution_SOURCE_IDENTIFICATION,Solution_IMAGE_RECOGNITION,Solution_HYPERGAME,Solution_NLP/LLM
16-Jan,22.3293379,18.36531311,0.299544243,21.81887745,10.37325815,7.838227172,15.7129352,0.254440732,0.219473709,96.20227759,-0.015250613,140.3168515,0.062800707,3.114719239,-2.860978031,0,66.0490349,17.20654768,1.331438062,29.32568862,0.2029922,7.870235536,17.84693308,4.202381837,5.590345295,171.7959717,2.956460149,6.916628917,12.34691339,1.36387899,15.97992817,0,13.68383797,0.456381874,0.15282639,7.997235049,8.923401422,0.14442826,0,3.190713085,5.213730193,1.477201178,332.3015329,42.81712362,0.622616872,88.29409275,215.0019042,1.386361951,8.000156156,42.62592629,22.33291703,350.4904568,3.069908345,61.81834436,15.41969146,12.19499242,3.051729495,1.750073301,0.730081289,4.445439618,1.139869158,1.574438077,1.649449426,4.979602215,10.83344464,21.36694676,0.369063715,1.508451046,7.299365119,0.564489689,3.75545705,5.649490515,3.265906685,2.2055887,6.74776119,0.672550862,1.62642812,1.790983901,0.51336527,0,10.01703955,0.249912362,7.569197591,0.225174188,0.438877685,0.025112762,3.114113198,42.21003348,0.953963534,0.019863007,1.42453659,0.235497748,49.86674587,2.108115046,-0.035595422,1.047887365,6.056081949,0.189363424,0.29592639,1.738725977,0,0.710933531,0.288890002,0.455549955,3.131826816,0.177690932,0.486295851,0,85.29750233,0.177572861,2.20268024,0.150248049,0.889364213,0.696955844,8.476777346,16.82535556,4.740052126,0.8056082,0.567995874,0.67374421,0.135190949,0.163325509,6.69195358,2.267976418,0.1355399,1.855007359,0.970279871,0.137936354,0.04465883,1.034963128,0.585322778,0.311988638,1.212857758,1.124229157,2.654091005,1.970158869,0.896070213,0.161573362,0.388484088,3.880641845,0.18515773,7.830748875
16-Feb,21.69864863,18.07325993,5.233874372,26.01037433,11.21151945,12.04358031,19.2708503,-0.819029192,0.018459362,109.7420807,-0.010929727,120.6712123,5.094611508,7.338320791,-3.18416281,0,63.26016776,16.24100199,1.261510509,29.13720773,0.141927446,7.673425735,17.247866,4.359434622,5.251747191,168.8993549,2.821654085,6.293793306,12.32434318,1.375708532,15.19203668,0,13.62258479,0.441927366,0.150248049,8.686451856,8.212847162,0.140364793,0,3.262321988,5.900603491,1.48175192,357.3146099,40.37176856,0.738302876,87.5871712,215.1347656,1.270025465,7.529615676,42.11814872,22.14847612,345.3506578,3.145869428,59.95814528,14.64352036,11.60345015,3.176484142,1.622946086,0.585346644,4.559989805,0.946297221,1.395320715,1.45739845,4.645095891,10.89431335,20.09648931,0.490497666,1.531600583,7.451558994,0.529854028,4.084739505,5.602996654,2.931383744,2.051427158,7.114964683,0.81387229,1.642378353,1.744633784,0.502989742,0,10.14055155,0.167857818,7.11917058,0.190904515,0.406335666,0.007234834,3.468285082,42.01972551,0.967068661,-0.003900147,1.163997699,0.224854087,48.88196151,1.966002363,-0.053185577,1.126811913,5.736183749,0.266449755,0.300845049,2.368491764,0,0.614824022,0.282903656,0.443765901,3.021943412,0.176614178,0.457524581,0,84.60586215,0.171557145,2.367845431,0.143420101,1.113743507,0.611052888,8.244608956,17.57500958,4.834271,0.734797072,0.704876583,0.514556328,0.115945504,0.157331347,6.973073079,2.308405315,0.125351793,1.915903252,0.88606985,0.084540173,0.073391393,0.942770548,0.595855105,0.320106908,1.389534799,1.231464831,2.321130701,2.05608288,0.872887748,0.143198103,0.590495777,3.863203844,0.165403252,7.715658791
16-Mar,21.09006882,18.02821428,5.847755258,25.23241029,13.03960904,11.66709072,18.48484838,-1.760581249,-0.163007331,120.1056411,-0.006713038,109.3000006,5.570402883,12.05941256,-3.379504228,0,64.7323823,17.1147808,1.290730395,29.38345869,0.212711343,7.676094142,17.14126964,4.71999909,5.209456481,176.1954191,3.035679004,6.484427457,12.8242997,1.245083864,14.91717325,0,13.61877939,0.415660488,0.143420101,9.186153427,8.426962913,0.132496728,0,3.188900341,6.421771353,1.34139503,369.8169408,40.85979594,0.850271193,88.49332667,219.2202978,1.387221865,7.590240773,43.82760444,22.57802502,350.7843189,3.69985832,61.21522174,14.43566077,12.14295861,3.2834688,1.359843211,0.567525065,4.646285278,0.74369356,1.192255468,1.370830619,4.654687324,11.09226579,19.37018293,0.485073291,1.796487149,8.484986711,0.482786312,3.788551529,5.35306228,2.572371586,2.371138955,7.111998885,0.816645407,1.767462213,1.680579664,0.608562075,0,10.3874958,0.088972993,7.600571153,0.154334673,0.36485778,-0.009072346,3.672991224,41.37785657,0.949851216,-0.025169982,1.024592766,0.20852917,49.50919674,2.069120876,-0.06742115,1.064039648,5.306189856,0.327833961,0.296246491,2.65422622,0,0.639880744,0.269028836,0.419847276,2.892390046,0.170346675,0.417904701,0,84.55521012,0.160996285,2.37545874,0.132972345,1.082272567,0.645408641,8.328319137,17.68244792,4.964039857,0.649023144,0.706922924,0.355850544,0.095146238,0.147216661,6.636888436,2.305539164,0.112421943,1.973232459,1.333698736,0.033947404,-0.002951042,0.96151411,0.587458545,0.317810144,1.306858092,1.191032992,2.601832506,2.421732003,1.085836897,0.122364426,0.554591423,3.661613528,0.142662124,7.470607951
16-Apr,24.79964493,17.02682675,6.384815398,23.97527035,14.0237014,11.10823737,17.18290121,-2.555160662,-0.321437135,120.7196762,-0.002716627,102.8969101,5.831503034,12.27661278,1.356073624,0,61.28540391,16.45773831,1.438306381,28.6335808,0.17003551,7.788212885,16.20109484,4.532907139,5.005111148,172.0060144,3.127231061,6.05146537,12.23953158,1.090169148,14.09228096,0,13.43679115,0.379550483,0.132972345,9.340300237,8.146858201,0.121440569,0,3.087153849,6.358169289,1.304831977,373.4945305,37.93322671,1.085534543,86.90406679,214.3806679,1.251081968,7.757096138,43.59128646,21.38727828,342.0410843,4.267452573,59.8701339,13.49551731,11.64422746,3.501250928,1.082255326,0.564459892,4.444562646,0.539039459,1.103729081,1.151794652,4.413678993,11.20765501,18.6854017,0.465639155,1.810990444,8.150522056,0.685941779,3.568325805,5.027529474,2.202089496,2.187745403,6.945969702,0.794641849,1.75701382,1.472513567,0.585320313,0,9.758120758,0.015307462,7.455814534,0.246791776,0.446581948,-0.023476638,3.837037015,41.32883883,1.165859979,-0.043557734,0.768390543,0.187580869,46.97843254,2.059853913,-0.078210531,1.23562342,4.920009657,0.373244727,0.283220394,2.661760444,0,1.063235372,0.248470633,0.385725095,2.489020316,0.159595521,0.369709667,0,81.77296699,0.146661624,2.211046956,0.119580194,1.021480544,0.55696656,8.133808726,17.34866898,5.021910632,0.552355914,0.687556943,0.202339822,0.073572512,0.133696943,6.515215604,2.263793452,0.097412419,1.895631771,1.196553771,-0.01260451,-0.071570703,0.849537892,0.562277886,0.306208752,1.193243313,1.118913348,2.536409156,2.178164254,1.044916023,0.099943184,0.635639763,3.660333837,0.117915245,6.855943957
16-May,57.93427408,15.14477318,6.476625061,22.42458629,18.97867348,10.17202223,15.68566171,-3.193627314,-0.454380844,115.7207176,0.000961642,92.87722134,5.891548079,12.0037946,1.877411481,0,57.47456125,15.77266792,1.457975577,27.73968327,0.126526195,8.155473366,16.43890467,4.648537168,4.631047013,170.1753697,3.07581098,5.96025553,11.23605432,1.048040828,13.84710946,0,12.54989799,0.335664964,0.119580194,9.11882336,8.090358215,0.107846808,0,2.83296739,7.210182353,1.132780271,373.2495252,40.80131761,1.324705521,86.59661089,212.4035809,1.351023602,7.394553081,43.04086169,20.62398787,331.5509407,4.310263824,56.43345083,13.20452267,11.5460426,3.452217316,0.799958571,0.574767439,4.709675397,0.468679584,1.15094346,1.180108442,4.284361126,10.72527566,17.56853655,0.434179258,1.669713696,8.084988204,0.648203445,3.45307288,4.643724065,1.832772929,2.087058845,6.348164345,0.750999392,1.724899852,1.241078672,0.546843117,0,9.738939595,-0.051450741,7.25185914,0.352599414,0.666736242,-0.035736201,3.959567117,40.6948577,1.125292066,-0.058799979,0.644756826,0.163099973,46.45139178,1.919718028,0.044425341,1.152980113,4.484847188,0.402917075,0.263000295,2.618688432,0,1.662357475,0.222514131,0.343443379,2.571316949,0.145131618,0.315242847,0,80.39575917,0.129360579,1.996744941,0.103939852,0.936123306,0.46065969,7.894735094,17.08780787,4.883337011,0.44878473,0.649500852,0.058109978,0.051948983,0.117518289,6.390253587,2.058308509,0.080981475,1.928922199,1.297226689,-0.054123097,-0.131181276,1.11327316,0.522746955,0.286581236,1.185192712,1.150438267,2.461435866,2.153608351,1.106739757,0.07676577,0.589514075,3.769372101,0.092105597,6.647068043
16-Jun,60.51741209,17.70658177,6.364955006,20.39623304,25.58878814,9.024267943,23.83757631,-3.672438481,-0.560398758,108.8300332,0.004243234,93.5131848,5.898842177,11.39814439,2.290293209,0,55.72056601,16.02292453,1.721938586,26.12298499,0.083572026,9.191343599,16.85976637,4.86314808,4.215457882,170.0925283,3.257258579,6.789359008,10.34584315,1.008684116,13.24104184,0,12.59519721,0.286098047,0.103939852,9.025929469,7.906797481,0.092377019,0,3.069210555,7.54068864,1.073950327,367.1315348,38.34855988,1.300218236,85.72200226,210.7320953,1.330440364,7.096427738,44.07425354,21.97830686,327.1032832,5.319486035,55.24743254,12.64649182,11.02129495,3.234520546,0.651892733,0.466801208,4.726986612,0.291295309,0.958908098,1.1001876,3.899444212,11.93937598,17.56630181,0.392839973,1.492473212,7.443458091,0.594792842,3.33575306,4.218987475,1.865404832,2.093829178,6.199694594,0.689191199,1.934250286,1.125554907,0.495808348,0,9.27950836,-0.109989601,7.390743512,0.337248307,0.644873018,-0.045697722,3.911057195,39.17342895,1.055022183,-0.070754,0.544143776,0.136174167,44.54351335,1.89600419,0.053464867,1.304011732,4.53865555,0.417534676,0.236912197,2.661362968,0,1.911696644,0.192477855,0.295086533,2.16824441,0.127760156,0.256765423,0,77.94439935,0.109908822,1.87397078,0.086745349,0.961218094,0.360163716,7.492726772,17.22039863,4.802120641,0.472107123,0.595765345,-0.073440181,0.160929337,0.229431952,6.136080164,1.811622804,0.063764182,2.221015918,1.408915515,-0.089866132,-0.180895354,1.017236705,0.471486709,0.260319035,1.04239139,1.304297547,2.250116829,2.386899789,1.159178924,0.053603125,0.790315534,3.744425375,0.066113745,5.88966768
16-Jul,61.45671394,20.72101205,10.88350331,18.32882813,27.0602277,7.720561044,23.20917217,-3.993195377,-0.639002917,119.7235163,0.007069371,90.82015638,5.6284416,10.51111487,7.403177967,0,55.53035332,16.95746774,1.737847136,26.124267,0.042406113,9.2578865,17.98274892,5.320403457,4.164963927,170.4651953,3.44284366,6.681871368,10.55427781,0.843002551,13.40834972,0,13.1981106,0.362904882,0.086745349,9.111547084,9.014388896,0.075682899,0,3.079753087,9.611923639,0.888784868,365.1713973,36.20062113,1.759173133,89.79319443,219.2757953,1.56200224,6.635222098,47.0820786,23.62784474,341.2072929,6.368201444,58.96259311,12.8448693,10.16838322,3.231557836,0.529076698,0.355627564,5.110757106,0.122910602,0.887309029,1.155253214,3.886035663,12.85388499,18.44730149,0.343849417,1.41818258,7.612777247,0.528879513,2.960092631,4.16015492,1.828811399,1.967107601,6.84008098,0.612888089,2.154638167,0.887816871,0.435002805,0,9.127634998,-0.159374886,8.574017142,0.313314861,0.605849927,-0.053292159,4.20006655,41.91894021,0.960128622,-0.079389999,1.117267718,0.107855716,45.96011736,1.747781611,0.059996494,1.200819838,4.50092341,0.418164476,0.206325543,2.419929162,0,2.268750996,0.159670871,0.372712776,1.870431793,0.108293036,0.456432779,0,76.49984353,0.479104976,1.607254911,0.068667936,0.854966859,0.258912428,8.356137479,19.12311836,4.93496229,0.378934063,0.659530428,-0.189632119,0.154183776,0.22327129,5.613241679,1.795256986,0.046355692,2.277269787,1.527167993,-0.11933888,-0.090211163,1.290286795,0.411207886,0.358873484,0.882598459,1.203641972,2.542426191,2.385255089,1.591598807,0.031148651,1.007327381,3.699640561,0.040737667,5.581317322
16-Aug,60.91838418,19.01236894,15.86369168,20.86829887,38.23271647,16.065608,22.09733327,-4.162080723,-0.690576573,143.1359456,0.009400813,90.1218261,5.216227833,9.787454862,8.21267891,0,54.7732513,18.4998326,1.860029418,24.62169279,0.004084608,8.990038516,18.42395074,5.522321194,4.40457045,170.1166397,3.236584923,7.184676351,9.805240667,0.798599066,13.14667632,0,12.97478932,0.321143886,0.068667936,10.06525652,9.210789502,0.058387703,0,3.086848774,10.22767743,1.085472409,364.2821317,33.08145762,2.109457345,89.67347154,222.3468514,1.81354786,6.401080358,47.31665879,24.0935935,340.8646829,6.640999269,58.10735982,12.85806295,9.895711161,3.481944662,0.692669965,0.244902458,4.862827838,-0.032322952,0.826250596,1.10015467,3.647386898,12.99132654,17.28678216,0.289442435,1.598775534,7.93678117,0.453691132,3.083195465,4.522400972,1.701012968,1.954044955,7.051226298,0.525828648,2.508348115,0.777218132,0.497227732,0,8.567119922,-0.069040397,8.951742894,0.282375314,0.552553647,-0.058528388,4.094172973,43.33233213,1.365920559,-0.084780698,1.389561234,0.079133439,47.10625745,1.461947842,0.064075063,1.461922538,4.221936781,0.406186362,0.172607788,2.260040861,0.13,2.222037384,0.125354459,0.461395012,1.966287484,0.087523836,0.552440416,0,75.13474799,0.497008365,1.578992982,0.050338226,0.863691743,0.160018896,8.162522992,18.43187256,4.666470904,0.413710287,0.727133089,-0.158515899,0.143487257,0.341028555,5.584289792,1.52667004,0.029297381,2.059580176,1.517780183,-0.142284187,0.024110943,1.197323273,0.344620709,0.466806282,0.712306867,1.206942696,2.619231831,2.762217207,1.663028738,0.010005164,0.972418222,3.508345011,0.016677066,5.416362481
16-Sep,58.57633588,16.90421907,16.06995046,19.45777357,48.73097487,15.72418203,20.58375827,-4.189215112,-0.716275566,146.8630536,0.011217086,79.22967407,4.688748607,8.672537206,8.594849392,0,55.55866194,17.932966,2.494192588,24.05072522,-0.030527285,8.889274175,19.35831386,5.428377521,4.698079208,169.2694405,2.983854512,7.851660546,9.276950019,1.024677958,13.42676998,0,12.4545565,0.403924673,0.050338226,10.68163732,8.731226363,0.041070396,0,2.960629428,10.71502552,1.189927023,361.3133286,31.96176674,2.581429416,90.2255168,223.9303964,1.685532483,6.308320381,48.0282812,23.95995957,341.1003934,7.327287333,57.97442907,11.86419535,8.613434975,3.232834465,0.649123806,0.137902788,4.683806662,-0.041063463,0.776510489,0.917561341,3.543181404,14.58528414,17.06371129,0.231792877,1.673345927,9.460281265,0.502410855,2.861492153,4.56275039,1.464963991,1.943667224,6.879720295,0.431700291,2.741436625,0.814362723,0.438313334,0,7.825642756,-0.085668145,8.903143784,0.246058462,0.488010385,-0.061485142,4.326043564,43.6344149,1.420155685,-0.087088906,1.422938561,0.050909387,47.85459581,1.680839014,0.065823524,1.353057292,3.934190712,0.383220469,0.137083574,2.208340165,0.1431,2.373334011,0.090709055,0.427367173,1.723568981,0.066205842,0.522274077,0,74.04211957,0.498211164,1.436187457,0.03233134,0.745633385,0.066214151,8.443394263,18.17679517,4.474834531,0.332597579,0.926161492,-0.225755825,0.129555773,0.336779237,5.860704399,1.239141687,0.013065979,1.931872121,1.493797749,-0.158666437,0.156277511,1.207736404,0.274353629,0.449941613,0.537675228,1.203705066,3.219779952,2.778616596,1.967424813,-0.009324128,1.041827432,3.420928666,-0.005477786,4.765412249
16-Oct,54.07120233,14.88975762,15.77348485,21.57456759,49.71747818,19.65517319,18.23402801,-4.087959608,-0.717916392,149.9115592,0.012515219,69.35984702,4.073354846,7.308935199,8.680957344,0,57.64877166,19.78479708,3.170113664,24.70533265,0.06923783,8.611908043,20.69849125,5.530976889,4.901294713,172.0988779,3.216881507,7.636396504,9.023179936,1.287408622,13.00605116,0,12.27271026,0.496309641,0.03233134,10.75593093,8.807682747,0.024252708,0,2.818213134,10.94218803,1.178238366,420.5120061,32.11519194,4.088761398,90.82559202,230.617675,1.519752669,5.985586791,51.14789294,26.16089025,346.2795211,7.31512797,59.87555852,11.83378865,8.040983359,3.201650255,1.010458549,0.297466002,4.602173404,-0.017698018,0.868449077,0.725700504,4.113101016,14.94228746,17.02103618,0.432954489,1.620258902,9.427622913,0.43118628,3.026114407,4.742182355,2.018570992,1.93601725,6.928973284,0.464033761,2.958973185,1.013361974,0.502140976,0,8.213544025,-0.098063074,8.642310271,0.725991542,0.805281138,-0.062301666,4.164945789,44.73725694,1.326362628,-0.086553626,1.310289999,0.023980458,48.62246245,1.557415898,0.195422432,1.214486852,4.037193528,0.481054551,0.100999275,1.895559333,0.150597,2.238300955,0.05680692,0.383921104,2.003415259,0.045033471,0.47945615,0,72.3774904,0.484347349,1.55457686,0.015155202,0.617011862,-0.020196545,8.352876579,18.21192166,4.648116758,0.249618215,1.00750221,0.110500917,0.113130764,0.322851474,6.073656414,0.943191919,-0.001934262,1.918978708,1.587399625,-0.03865047,0.300539096,1.21087613,0.462882648,0.421265162,0.624376496,1.194680047,4.263679863,3.030017549,2.402358537,-0.026440768,1.103040899,3.459626095,-0.02525282,4.356594673
16-Nov,50.79444606,17.53004958,15.16346126,19.71244518,49.67380682,28.52341004,30.16224995,10.55580913,-0.697855645,163.7178675,0.013308082,73.32620727,3.527299816,10.67242534,8.75802578,0,60.44040725,20.32790113,3.733339223,24.63331936,0.056949299,8.543921283,20.37369616,5.737387014,5.507149826,171.2524053,3.090099357,7.333566971,9.734091462,1.31524396,12.5672227,0,12.49086734,0.464566823,0.015155202,10.74011724,8.23226301,0.008389207,0,2.665492076,11.80836865,1.162371423,428.0554556,29.87981886,4.382697339,92.55089197,235.9676955,1.324958256,5.275558956,52.78110671,26.54690116,358.2823503,7.044730705,62.08030827,11.61140896,7.134547403,3.167534957,0.905346062,0.362148915,3.990638269,0.033861823,0.855140335,0.661254736,4.252635637,15.43532182,17.17199749,0.401011305,1.683872813,8.905401709,0.354148575,3.233491003,5.071405653,2.796260163,2.061051755,6.845431775,0.379212872,3.025986894,0.99206044,0.444521625,0,8.056248845,-0.106276617,8.688290802,0.866151567,1.026666382,-0.061167489,4.605009418,46.08769708,1.332157998,-0.083475266,1.299597593,-0.000974992,51.20486856,1.559612617,0.336198777,1.18333885,3.798780257,0.454673588,0.065493428,1.947189804,0.15282639,2.439622176,0.02459079,0.463302008,1.695174452,0.154627334,0.42653633,0,69.18799943,0.457339494,1.314490017,-0.000757977,0.482742136,0.162639725,8.360824366,18.59717785,4.97462726,0.167448242,0.95048379,0.239816957,0.094954333,0.430630943,5.673103535,0.90854137,0.114623549,1.779805275,1.554019326,-0.029476585,0.32135835,1.0773756,0.418672285,0.382818401,0.483676343,1.180717129,4.335279386,2.89537788,2.711728131,0.088947479,1.155041791,3.380664999,-0.042292766,4.497961014
16-Dec,45.49153204,15.38041086,14.05953619,17.36516166,49.02428839,28.2491209,29.08278219,12.44852673,-0.658865302,165.7620089,0.143622417,69.60614527,2.830031294,9.679393701,8.4946466,0,63.21966707,20.77685775,4.928242049,27.07950782,0.044181142,8.33641556,22.8501697,5.541034517,6.027204933,176.6230078,2.943292441,7.741013383,9.811889092,1.200838447,13.0352604,0,13.67248269,0.422061283,-0.000757977,10.6436814,9.017417356,-0.006139619,0,2.508078361,14.18368015,1.143220031,442.6028964,33.38158852,5.485758766,94.88713516,246.7736831,1.109894537,5.188267136,56.56756591,29.12790394,375.3864261,7.040031246,67.1221738,12.20292497,6.384718621,3.391805141,0.783584441,0.309499068,4.620537499,-0.020750175,0.977508256,0.613415902,4.530637727,17.0059931,18.30270274,0.490232101,1.750609148,9.428240574,0.534190182,3.343125209,5.555564451,2.872292611,2.721751258,7.524881464,0.291497685,3.185519625,0.973127247,0.37932856,0,7.782995718,-0.110480508,9.359024555,0.866311042,0.99511311,-0.058311704,4.552916401,49.37046228,1.457409091,-0.078200483,1.5409865,-0.023405647,54.072888,1.574801286,0.352811524,1.019805483,3.820244905,0.547290514,0.161573362,1.765241535,0.150248049,2.24762261,-0.00514145,0.420845761,2.276902491,0.40862299,0.496112403,0,69.95181758,0.41931224,1.058977158,0.1149429,0.477417117,0.252313177,9.527152644,20.67599309,5.979247894,0.088471818,1.000652698,0.509006885,0.205746915,0.414713537,5.492412838,0.780099635,0.116086872,1.501155026,1.897356476,-0.020335791,0.330454929,0.924903854,0.49632279,0.336731764,0.472535914,1.422728989,5.109660576,2.977340841,3.128808923,0.350128478,1.067191341,3.298180062,-0.056359934,4.210251891
17-Jan,39.10416346,15.19432368,14.07421754,14.46165163,47.44899315,27.15478705,27.32877774,13.67851676,-0.604008035,153.7788759,0.156596645,63.87990511,2.117588685,8.495283418,7.902765939,0,65.3244109,21.90761297,5.89580733,29.55869219,0.161364366,10.18956794,23.91349079,5.288086233,6.684438382,191.1378598,2.912867444,7.915484752,10.17755029,1.321848331,14.38543652,0,13.94576202,0.371144458,-0.0150571,10.47757871,8.993533747,-0.019031375,0,3.911163667,16.3859501,1.251687178,447.9475063,38.71173357,6.193941288,101.36314,253.3458615,1.273040354,5.554056484,59.33835221,29.46696932,390.8285016,7.884600794,72.07618756,12.51920163,6.088331159,3.511894152,0.780491449,0.512829235,4.048830682,0.450721532,1.248314138,0.581958475,4.694920476,18.07941745,19.19125639,0.455823854,1.558153575,9.715948335,0.480201924,3.201502239,6.454640436,3.044553037,3.054728272,7.75063974,0.203809086,3.453533494,1.476893555,0.309274945,0,7.123578032,0.019050406,9.941914197,1.620465239,1.066861771,-0.053992146,4.589445194,49.5438371,1.456412802,-0.071107164,1.802006921,-0.042891067,60.52191886,1.601227049,0.487178651,0.842031288,4.004955742,0.514227031,0.143198103,1.708530846,0.143420101,2.267394322,-0.031746223,0.370009766,2.032150652,0.554960391,0.443847497,0,74.14069939,0.372508345,1.31724627,0.245625403,0.358302088,0.355449888,9.891033514,19.53664701,6.024029028,0.014738882,0.915785134,0.666007613,0.199287831,0.387946465,6.875018826,1.061099085,0.113921257,1.335335152,2.269439217,-0.011499002,0.718728201,0.759932168,0.451318561,0.285151838,0.478333451,1.687857793,5.633313829,3.181787281,3.270317368,0.504687522,0.956110195,3.604998217,-0.067329588,4.595006124
17-Feb,31.94240684,13.13101552,13.21520423,16.64464307,43.91775763,25.35524297,34.3803104,14.37515228,-0.536516254,171.7606899,0.163575552,57.34989182,1.412862677,7.17472566,7.132990366,0,64.88894802,22.10806428,6.049741864,29.46319737,0.291988337,10.16171805,23.44307505,5.251790191,6.955415334,187.7670909,2.758098923,7.555044441,10.07131885,1.581101776,15.10903193,0,13.54334056,0.314184981,-0.027474597,9.863758923,8.942232487,-0.030063014,0,3.786605532,17.39641454,1.111756995,445.0292301,36.3075121,6.175487318,99.72065011,250.8604461,1.081680378,5.236645202,59.83190931,30.35811908,388.9515145,7.988175364,72.55251432,11.96827457,5.388932508,3.244617438,0.784293013,0.610441507,3.932829626,0.721524422,1.284590007,0.436188037,4.851927336,18.16311684,19.74521698,0.411181715,1.338198953,8.94340687,0.417206433,3.427996499,6.490169609,3.068250829,3.642765737,7.701302997,0.118775075,3.191139971,1.515976426,0.236948443,0,6.696394774,0.035056716,9.878257448,1.780590059,0.999429714,-0.04848478,4.214637752,49.67355932,1.311823758,-0.062589962,1.682865093,-0.059141213,61.06038906,1.376973425,0.493493706,0.786773574,3.711046822,0.469043087,0.122364426,1.9262353,0.132972345,2.277167033,-0.054738131,0.313157078,2.140909478,0.70001524,0.513493656,0,72.35647203,0.319209588,1.240171083,0.255870893,0.240349498,0.467609431,9.831795292,18.26513613,6.263611178,-0.052062927,0.811930773,0.68732804,0.187496021,0.352217706,6.993113649,1.142165617,0.108554566,1.176037211,2.526230508,-0.003200923,0.8766123,0.588659685,0.527275198,0.36017535,0.499201231,1.575837983,5.595602342,3.000335459,3.229565447,0.658650036,0.957453858,3.56298461,-0.075182388,4.683434749
